IMDB_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,IMDB_rating,RT_rating,Metacritic_rating,Type
tt0397113,Tiger Cruise,2004,TV-PG,06 Aug 2004,88 min,"Drama, Family",Duwayne Dunham,"Anna Sandor, Bruce Graham","Hayden Panettiere, Bill Pullman, Troy Evans, Bianca Collins",English,United States,6.1,60%,,movie
tt0107688,The Nightmare Before Christmas,1993,PG,29 Oct 1993,76 min,"Animation, Family, Fantasy",Henry Selick,"Tim Burton, Michael McDowell, Caroline Thompson","Danny Elfman, Chris Sarandon, Catherine O'Hara",English,United States,8.0,95%,82/100,movie
tt6820324,Timmy Failure: Mistakes Were Made,2020,PG,07 Feb 2020,99 min,"Adventure, Comedy, Drama",Tom McCarthy,"Tom McCarthy, Stephan Pastis","Winslow Fegley, Ophelia Lovibond, Wallace Shawn",English,United States,6.1,84%,60/100,movie
tt1216516,Tinker Bell and the Lost Treasure,2009,G,27 Oct 2009,81 min,"Animation, Adventure, Family, Fantasy",Klay Hall,"Evan Spiliotopoulos (screenplay), Klay Hall (story), Evan Spiliotopoulos (story)","Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu",English,United States,6.7,,,movie
tt0028390,Toby Tortoise Returns,1936,Approved,22 Aug 1936,7 min,"Animation, Short, Comedy",Wilfred Jackson,"William Cottrell, Joe Grant, Ward Kimball","Alyce Ardell, Marcellite Garner, Eddie Holden",English,United States,6.8,,,movie
tt0114709,Toy Story,1995,G,22 Nov 1995,81 min,"Animation, Adventure, Comedy",John Lasseter,"John Lasseter, Pete Docter, Andrew Stanton","Tom Hanks, Tim Allen, Don Rickles",English,United States,8.3,,95/100,movie
tt0075347,Treasure of Matecumbe,1976,G,01 Jul 1976,117 min,"Adventure, Family, Western",Vincent McEveety,"Don Tait, Robert Lewis Taylor","Robert Foxworth, Joan Hackett, Peter Ustinov",English,United States,6.2,,,movie
tt0133240,Treasure Planet,2002,PG,27 Nov 2002,95 min,"Animation, Adventure, Family","Ron Clements, John Musker","Robert Louis Stevenson, Ron Clements, John Musker","Joseph Gordon-Levitt, Emma Thompson, Martin Short",English,United States,7.2,69%,60/100,movie
tt0084827,TRON,1982,PG,09 Jul 1982,96 min,"Action, Adventure, Sci-Fi",Steven Lisberger,"Steven Lisberger, Bonnie MacBird, Charles S. Haas","Jeff Bridges, Bruce Boxleitner, David Warner",English,United States,6.8,72%,58/100,movie
tt1812523,TRON: Uprising,2012–2013,TV-Y7,20 May 2012,30 min,"Animation, Action, Adventure",N/A,"Adam Horowitz, Edward Kitsis, Steven Lisberger","Elijah Wood, Tricia Helfer, Charlie Bean",English,United States,8.2,,,series
tt1104001,Tron,2010,PG,17 Dec 2010,125 min,"Action, Adventure, Sci-Fi",Joseph Kosinski,"Edward Kitsis, Adam Horowitz, Brian Klugman","Jeff Bridges, Garrett Hedlund, Olivia Wilde",English,United States,6.8,51%,49/100,movie
tt0296251,Tru Confessions,2002,TV-G,05 Apr 2002,112 min,"Drama, Comedy, Family",Paul Hoen,"Janet Tashjian (novel), Stu Krieger (teleplay)","Clara Bryant, Shia LaBeouf, Mare Winningham, William Francis McGuire",English,"USA, Canada",7.5,,,movie
tt0098536,Turner & Hooch,1989,PG,28 Jul 1989,97 min,"Comedy, Crime, Drama",Roger Spottiswoode,"Dennis Shryack, Michael Blodgett, Daniel Petrie Jr.","Tom Hanks, Mare Winningham, Craig T. Nelson",English,United States,6.2,52%,36/100,movie
tt0467421,Twitches,2005,TV-PG,14 Oct 2005,86 min,"Comedy, Drama, Family, Fantasy",Stuart Gillard,"Melissa Gould (teleplay), Dan Berendsen (teleplay), H.B. Gilmour (book), Randi Reisfeld (book)","Tia Mowry-Hardrict, Tamera Mowry-Housley, Kristen Wilson, Patrick Fabian",English,United States,5.8,60%,,movie
tt1017465,Twitches Too,2007,TV-PG,12 Oct 2007,83 min,"Drama, Family, Fantasy, Horror, Thriller",Stuart Gillard,"Dan Berendsen, H.B. Gilmour (characters), Randi Reisfeld (characters)","Tia Mowry-Hardrict, Tamera Mowry-Housley, Kristen Wilson, Patrick Fabian",English,United States,5.8,,,movie
tt0080062,The Spaceman and King Arthur,1979,G,26 Jul 1979,93 min,"Adventure, Comedy, Family",Russ Mayberry,"Don Tait, Mark Twain","Dennis Dugan, Jim Dale, Ron Moody",English,United States,5.2,,66/100,movie
tt2181679,Unlikely Animal Friends,2012–,N/A,13 Jan 2012,N/A,Documentary,N/A,N/A,Mark Keller,English,United States,7.6,,,series
tt2171665,Violetta,2012–2015,TV-G,14 May 2012,45 min,"Drama, Family, Music",N/A,N/A,"Diego Ramos, Martina Stoessel, Jorge Blanco",Spanish,Argentina,5.3,,,series
tt1159961,Waking Sleeping Beauty,2009,PG,06 Oct 2010,86 min,Documentary,Don Hahn,Patrick Pacheco,"Roy Edward Disney, John Lasseter, Michael Eisner",English,United States,7.6,71%,70/100,movie
tt0790781,Wendy Wu: Homecoming Warrior,2006,TV-PG,16 Jun 2006,91 min,"Action, Adventure, Family, Fantasy, Romance, Sci-Fi",John Laing,"Vince Cheung, Ben Montanio, B. Mark Seabrooks, Lydia Look","Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon","English, Mandarin, Cantonese",United States,5.4,,,movie
tt0103247,White Fang,1991,PG,18 Jan 1991,107 min,"Adventure, Drama",Randal Kleiser,"Jack London, Jeanne Rosenberg, Nick Thiel","Ethan Hawke, Klaus Maria Brandauer, Jed",English,United States,6.7,65%,62/100,movie
tt0096438,Who Framed Roger Rabbit,1988,PG,22 Jun 1988,104 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Gary K. Wolf, Jeffrey Price, Peter S. Seaman","Bob Hoskins, Christopher Lloyd, Joanna Cassidy",English,"United States, United Kingdom, France, West Germany",7.7,97%,83/100,movie
tt9536850,Wind,2019,G,13 Dec 2019,8 min,"Animation, Short, Adventure",Edwin Chang,Edwin Chang,"Emilio Fuentes, Sonoko Konishi",English,United States,7.1,,,movie
tt2543062,Winged Seduction: Birds of Paradise,2012,N/A,22 Nov 2012,N/A,Documentary,Molly Hermann,Molly Hermann,Josh Goodman,English,United States,6.5,,,movie
tt0384696,Winnie the Pooh: Springtime with Roo,2003,G,09 Mar 2004,65 min,"Animation, Adventure, Comedy, Drama, Family, Musical","Saul Blinkoff, Elliot M. Bour","A.A. Milne (characters), Tom Rogers","Jim Cummings, Ken Sansom, Jimmy Bennett, David Ogden Stiers","English, Arabic",United States,6.5,,,movie
tt0799922,Wizards of Waverly Place,2007–2012,TV-G,12 Oct 2007,22 min,"Adventure, Comedy, Drama",N/A,Todd J. Greenwald,"Selena Gomez, David Henrie, Jake T. Austin",English,United States,6.9,,,series
tt1369845,Wizards of Waverly Place: The Movie,2009,TV-G,28 Aug 2009,94 min,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy",Lev L. Spiro,"Todd J. Greenwald (creator), Dan Berendsen","Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone","English, Russian",United States,6.2,,,movie
tt0772145,Wolverine and the X-Men,2008–2009,TV-Y7,23 Jan 2009,23 min,"Animation, Action, Adventure",N/A,N/A,"Steve Blum, Jim Ward, Nolan North",English,United States,8.0,,,series
tt1772341,Wreck-It Ralph,2012,PG,02 Nov 2012,101 min,"Animation, Adventure, Comedy",Rich Moore,"Rich Moore, Phil Johnston, Jim Reardon","John C. Reilly, Jack McBrayer, Jane Lynch",English,United States,7.7,87%,72/100,movie
tt0247827,X-Men: Evolution,2000–2003,TV-Y7,04 Nov 2000,23 min,"Animation, Action, Drama",N/A,N/A,"Scott McNeil, Meghan Black, Christopher Judge",English,"United States, Canada",7.8,,,series
tt6945708,Year Million,2017,N/A,15 May 2017,47 min,"Documentary, Drama, Sci-Fi",N/A,N/A,"Negin Farsad, Laurence Fishburne, Miklós Bányai",English,United States,7.5,,,series
tt0206446,Yellowstone Cubs,1963,Not Rated,01 Jun 1963,48 min,"Adventure, Family",Charles L. Draper,Ralph Wright,"Rex Allen, Joe Way",English,United States,6.9,,,movie
tt0153992,You Lucky Dog,1998,TV-G,27 Jun 1998,89 min,"Comedy, Family, Fantasy, Mystery",Paul Schneider,"David Covell (story), David Covell (teleplay), Peter I. Baloff (teleplay), Dave Wollert (teleplay)","Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy",English,United States,4.7,,,movie
tt0329783,You Wish!,2003,TV-G,10 Jan 2003,84 min,"Comedy, Family, Fantasy, Drama",Paul Hoen,"Christopher Reed (teleplay), Cynthia Carle (teleplay), Jackie French Koller (book)","A.J. Trauth, Spencer Breslin, Lalaine, Tim Reid",English,"New Zealand, USA",6.1,,,movie
tt1134859,Your Friend the Rat,2007,G,06 Nov 2007,11 min,"Animation, Short, Comedy, Family",Jim Capobianco,"Jim Capobianco, Jeff Pidgeon (story), Alexander Woo (story)","Patton Oswalt, Peter Sohn, Lou Romano, Tony Russel",English,United States,7.1,,,movie
tt0186726,Zenon: Girl of the 21st Century,1999,TV-G,23 Jan 1999,97 min,"Adventure, Comedy, Family, Sci-Fi",Kenneth Johnson,"Marilyn Sadler (book), Roger Bollen (book), Stu Krieger (teleplay)","Kirsten Storms, Raven-Symoné, Stuart Pankin, Holly Fulger",English,United States,6.4,,,movie
tt2948356,Zootopia,2016,PG,04 Mar 2016,108 min,"Animation, Adventure, Comedy","Byron Howard, Rich Moore, Jared Bush","Byron Howard, Rich Moore, Jared Bush","Ginnifer Goodwin, Jason Bateman, Idris Elba",English,United States,8.0,98%,78/100,movie
